"","x"
"1","（中央社華盛頓7日綜合外電報導）美國大選8日投票，除了決定總統寶座誰屬，攸關下任總統能否順利施政的國會選舉，也是當天投票。民主黨有志打破共和黨掌握參眾兩院多數的現狀，而對參議院的選情頗為樂觀。"
"2","    路透社報導，民主黨總統候選人希拉蕊．柯林頓（Hillary Clinton）與共和黨的川普（Donald Trump）的白宮爭奪戰角逐激烈；多個州的國會選情同樣呈現緊繃態勢。"
"3","    ● 聯邦參議院：100席"
"4","    聯邦參議員任期6年，有1/3的參議員每2年改選一次。從程序規則來看，若想推動重大施政，在參議院可能需掌握到60席。"
"5","    目前共和黨在參院有54席、民主黨44席，另有2席是非屬兩黨的個別參議員。紐約時報昨天的民調顯示，民主黨這次有56%的機率拿下參院多數席位。"
"6","    ● 聯邦眾議院：435席"
"7","    聯邦眾議員任期2年，因此每2年要改選一次。要想在眾院推動多數法案，得至少握有218席；目前共和黨在眾院占有247席，民主黨僅188席。"
"8","    也就是說，民主黨若想在眾院取得優勢，這次得多拿30席，但多份民調顯示，民主黨只能多拿5至20席。"
"9","    參院選情部分，在亞利桑那州，80歲的共和黨議員馬侃（John McCain）面臨空前挑戰，對手是66歲的民主黨候選人寇克派屈克（Ann Kirkpatrick）。曾為越戰英雄的馬侃，2008年獲共和黨提名角逐總統，在許多公開議題上都與川普不同調。"
"10","    佛羅里達州部分，共和黨總統初選失利的盧比歐（Marco Rubio）對上33歲的民主黨候選人墨菲（PatrickMurphy）。45歲的盧比歐在佛州的總統初選敗給川普後，原本以為他會結束政治生涯，但後來他改變心意，尋求第2個參議員任期。"
"11","    賓州則由54歲的共和黨參議員杜美（PatrickToomey）對上53歲的民主黨候選人麥金蒂（KatieMcGinty），兩人的對決，被視為最緊繃的參議員選戰。"
"12","    此外，印第安納、伊利諾、密蘇里、新罕布什爾、北卡羅來納、俄亥俄、威斯康辛等州的參議員選情，競爭也相當激烈。（譯者：中央社陳亦偉）1051108"
"13","絕食抗議砍7天假 勞團與警爆衝突"
"14","再遭黨產會凍產 蔡正元批:太監級錦衣衛"
"15","【沃草烏龍球】林德福：扁說拍他的人是深藍的，難道不涉嫌公然侮辱？"
"16","蔡英文總統 新政權起步"
"17","Sponsored"
"18","飯店最髒的地方曝光…太驚人"
"19","第1次進他房間 背著媽媽做…"
"20","童話世界成真～房子好像彩色積木"
"21","昆汀塔倫提諾再拍兩部就退休！"
