"","x"
"1","中國時報【王嘉源╱綜合報導】"
"2","美國大選8日登場，就在最後衝刺的階段，聯邦調查局（FBI）局長柯米6日通知國會，FBI在新發現的一批電郵中並未找到犯罪證據，掃除了民主黨總統候選人希拉蕊．柯林頓的「電郵門」疑雲。希拉蕊因此吃下定心丸。共和黨總統候選人川普則痛批，希拉蕊和FBI全是一群「貪腐壞蛋」。"
"3","柯米找台階：未發現罪證"
"4","柯米在通知國會的最新信函中提到，FBI調查團隊「日以繼夜」處理並調查大量電郵，經審視完成後，「我們並未改變在7月時所發表的結論」。柯米原已於7月宣布，希拉蕊在「電郵門」（她在國務卿任內以私人伺服器收發公務電郵）中只是犯下「極度大意」錯誤 ，並未發現違法的明確證據，建議不予起訴。"
"5","共和黨籍的柯米於10月28日拋出震撼彈，致函國會議員，表示FBI紐約分局探員在調查前聯邦眾議員維納向15歲未成年女孩發送猥褻訊息的案件時，在他的筆記型電腦內找到疑似與「電郵門」有關的一批新電郵。維納是希拉蕊核心幕僚艾伯丁的分居丈夫。"
"6","希拉蕊陣營 吃下定心丸"
"7","柯米因而成為眾矢之的，有人甚至質疑他企圖打壓希拉蕊的選情。面對外界炮轟，FBI表示正利用特殊軟體過濾新電郵，會盡快給個交代。據FBI官員6日指出，經審視之後發現，這批新電郵大多屬於私人訊息，或者與先前清查的重複。柯米隨即以最快速度致函國會，司法部長林奇也提前被告知此結果。"
"8","川普痛批：全是貪腐壞蛋"
"9","「電郵門」維持不起訴傳出後，希拉蕊並未直接回應。希拉蕊的競選公關主任巴梅瑞則表示，本來就有信心柯米會做出與7月同樣的結論，「很高興問題解決了」。"
"10","另一方面，川普6日傍晚更加重炮火，指控希拉蕊和FBI「全是一群壞蛋，他們真是腐敗。」他在密西根州底特律郊區舉行的造勢大會上堅稱，「（FBI）要在短短八天內看完多達65萬封電郵，根本是不可能」。他聲稱，希拉蕊受「遭操控的體制」保護，「根本就不該讓她選總統」。"
"11","川普說：「希拉蕊．柯林頓有罪，她自己心知肚明。FBI心裡清楚得很，人民也很清楚。」他說，現在要靠「美國人民在11月8日投票來伸張正義」。"
"12","稍早在明尼蘇達州的造勢場合上，川普還告訴支持者說，「希拉蕊將接受很長、很長時間的調查，最後很可能被起訴。」"
"13","據路透╱易普索（Reuters/Ipsos）最新民調，希拉蕊領先川普5個百分點，兩人支持率分別為44％和39％，而在佛羅里達和北卡羅萊納兩個搖擺州，則陷入難分軒輊的拉鋸僵局。兩人都將把握最後一天，在可能左右8日選情的關鍵搖擺州造勢、衝刺。"
"14","<U+00A0>"
"15","America decides - first votes cast"
"16","America decides - first votes cast"
"17","Philippines drugs crackdown strains packed jails"
"18","NYC shows off anti-vote fraud technology"
"19","Sponsored"
"20","遏止全球暖化 巴黎協定生效"
"21","全球野生動物 40年消失六成"
"22","朴槿惠閨密崔順實 干政遭拘押"
"23","民主運動領袖 翁山蘇姬"
"24","Sponsored"
"25","飯店最髒的地方曝光…太驚人"
"26","第1次進他房間 背著媽媽做…"
"27","童話世界成真～房子好像彩色積木"
"28","昆汀塔倫提諾再拍兩部就退休！"
