"","x"
"1","美國總統大選終戰時刻逼近，歐巴馬從三軍統帥，變身為競選統帥，他今天在佛羅里達為希拉蕊拉票，上萬支持者冒著大雨相挺，八年前他第一次選總統、選戰接近尾聲時，他也曾造訪過同一個場地，當時，是希拉蕊的丈夫柯林頓，為他站台助選。（夏明珠報導）"
"2","為希拉蕊助選，除了有點投桃報李的意味之外，更重要的是，希拉蕊當選，歐巴馬的政策才有希望延續，任內政績也才能得到保護。"
"3","歐巴馬虧川普連推特帳戶都管不好，怎麼能管核子武器，他說，因為擔心川普管不住自己，在推特上胡言亂語，他的競選團隊，顯然已經不讓他使用推特。"
"4","這可能是歐巴馬總統任內最後一場重要戰役，他說他內心有點感傷，他對非洲裔選民以及年輕人的號召力，毋庸置疑。過去一個禮拜，他競選行程滿檔，六天下來總共跑了十七場活動，重點都放在民主黨認為希拉蕊能贏，但是支持率正在往下掉的地方。"
"5","除非歐巴馬的夫人蜜雪兒願意讓民主黨美夢成真，同意競選公職，否則這應該是歐巴馬最後一次那麼投入的幫人助選。歐巴馬與蜜雪兒已經斬釘截鐵的表明，蜜雪兒出來選這件事，是不會發生的。（圖片取材自網路）"
"6","★更多相關新聞"
"7","FBI對「電郵門」反覆 川普續轟炸 希拉蕊路多舛 混亂到選後沒把握勝選 表面自信 內心脆弱 川普極度焦慮雖獲低學歷白人支持 川普流失選票補不回來專輯／希拉蕊 vs. 川普 誰能問鼎白宮？最新選情報導"
"8","<U+00A0>"
"9","America decides - first votes cast"
"10","America decides - first votes cast"
"11","Philippines drugs crackdown strains packed jails"
"12","NYC shows off anti-vote fraud technology"
"13","Sponsored"
"14","遏止全球暖化 巴黎協定生效"
"15","全球野生動物 40年消失六成"
"16","朴槿惠閨密崔順實 干政遭拘押"
"17","民主運動領袖 翁山蘇姬"
"18","Sponsored"
"19","飯店最髒的地方曝光…太驚人"
"20","第1次進他房間 背著媽媽做…"
"21","童話世界成真～房子好像彩色積木"
"22","昆汀塔倫提諾再拍兩部就退休！"
