"","x"
"1","美國總統大選專題報導（中央社記者廖漢原華盛頓7日專電）依據美國多項選前民調，民主黨總統候選人希拉蕊．柯林頓勝出總統大選的態勢已定。她能否破紀錄囊括過半選舉人票，多快能夠宣布勝選，是觀察重點。"
"2","希拉蕊．柯林頓（Hillary Clinton）民調大幅超前共和黨候選人川普（Donald Trump），民主黨陣營猶如吃下定心丸，已將造勢重心移轉至參眾議員候選人，希望延續執政外，在共和黨危機時刻，奪回聯邦參議院多數席次，並透過選票，降低川普效應的後續衝擊。"
"3","川普影帶 美選十月驚奇"
"4","川普物化女性的影像10月初被媒體公布後，依據Real ClearPolitics網站綜合多項民調的平均數顯示，希拉蕊．柯林頓每日均穩定領先5至7個百分點。"
"5","「華盛頓郵報」率先公布川普2005年在美國國家廣播公司（NBC）節目的下流談話，是改變選情的關鍵，也是2016美選的「十月驚奇」。"
"6","川普在9月中一度將差距拉近到落後1至2個百分點，仍有一拚的機會，不過距離投票只剩下幾天，選民意向多已確定，川普逆轉勝的機會相當小。"
"7","3次辯論 川普準備不足"
"8","除了陳年影片的殺傷力，川普於3次一對一辯論中，暴露對國際政治與經貿議題欠缺瞭解，也未善用民怨仍在的優勢。首場辯論明顯準備不足，遭希拉蕊．柯林頓猛攻；第2場深陷冒犯女性風波，被窮追猛打，只能辯護；第3場仍無法掌握關鍵問題，讓希拉蕊．柯林頓轉守為攻。"
"9","網路政治媒體Politico分析，川普看來不斷重複他是民粹主義下的政治局外人，與華府體制失能的老問題。"
"10","希拉蕊．柯林頓信心十足 拚歷史性大勝"
"11","「紐約時報」（NYT）預測，希拉蕊．柯林頓勝出機率超過9成，統計網站fivethirtyeight.com認為是8成5。"
"12","多間民調機構調查顯示，希拉蕊．柯林頓將拿下關鍵搖擺州賓夕法尼亞州與佛羅里達州，並將在一級戰區維吉尼亞、威斯康辛、新罕布什爾、明尼蘇達、內華達和科羅拉多州勝出。"
"13","搖擺州僅有愛阿華、俄亥俄與北卡羅來納州的動向未定。"
"14","川普失去賓州與佛州，即無勝選機會。美國輿論已轉向關注民主黨能否在川普風暴中，奪回聯邦參議院過半席次，以及在眾院席次中有斬獲。"
"15","有媒體預測，希拉蕊．柯林頓有機會在全美538張選舉人票中，取得超過320張勝選。還有民調機構評估，依據多個搖擺州擺向民主黨的態勢，希拉蕊的選舉人票數有機會上看350張，大幅超越過半的270張。1051108"
"16","<U+00A0>"
"17","America decides - first votes cast"
"18","America decides - first votes cast"
"19","Philippines drugs crackdown strains packed jails"
"20","NYC shows off anti-vote fraud technology"
"21","Sponsored"
"22","遏止全球暖化 巴黎協定生效"
"23","全球野生動物 40年消失六成"
"24","朴槿惠閨密崔順實 干政遭拘押"
"25","民主運動領袖 翁山蘇姬"
"26","Sponsored"
"27","飯店最髒的地方曝光…太驚人"
"28","第1次進他房間 背著媽媽做…"
"29","童話世界成真～房子好像彩色積木"
"30","昆汀塔倫提諾再拍兩部就退休！"
