"","x"
"1","女人逛街最怕聽到老公或男友在旁抱怨，不然就是擺出一副撲克臉，掃了妳逛街的興致！中國上海一商場在日前試營運，其中有一項「老公寄存室」服務超吸睛。該休息室內有報刊、茶飲及多項娛樂設備，目前僅供擁有金卡以上男性會員使用，網友笑稱「是要讓難兄難弟交流嗎？」。"
"2","綜合中國媒體報導，上海閔行區近日某間商場試營運，吸引不少民眾前往。但其中最引人注意的，是位在賣場3樓，設置了一個「老公寄存室」的空間。它是針對陪老婆逛街的老公們所設置的功能性服務空間，不僅空間寬敞舒適，還配有報刊讓男士們閱讀、另外還有提供電腦，滿足上網及工作需求，一旁還有茶飲區，如果你累了，也有提供按摩椅，紓解疲累的身軀。試營運當天吸引不少民眾圍觀。"
"3","但根據商場工作人員表示，該空間僅供男性、金卡以上會員使用，因此目前享用的顧客還不多。一名受訪男士說，他覺得這設施很棒，有時候老婆一逛就是一整天，真的很累！"
"4","「老公寄存室」在中國網友間引起討論，網友紛紛大讚，有網友詢問有沒有提供Wi-Fi、手機可不可以充電等問題，有人開玩笑說「難兄難弟可交流下感情很不錯」，但有人表示，「我敢說老公或男友要是真敢在休息室休息，回去恐得跪算盤！」。（吳雯淇/綜合外電報導）"
"5","扁開罵已恢復健康？保外就醫再獲展延"
"6","「腰腿比」測肥胖  超過1.8得小心"
"7","落實醫療分級！  大醫院「部分負擔」漲價"
"8","【健康賺得到】糖尿病"
"9","Sponsored"
"10","飯店最髒的地方曝光…太驚人"
"11","第1次進他房間 背著媽媽做…"
"12","童話世界成真～房子好像彩色積木"
"13","昆汀塔倫提諾再拍兩部就退休！"
