"","x"
"1","根據7日公布的官方選舉結果，尼加拉瓜現任總統奧蒂嘉(Daniel Ortega)以壓倒性的多數，輕易贏得連續第三個總統任期，預料他領導這個國家將長達近四分之一世紀。而由於第一夫人穆利優(Rosario Murillo)將正式成為副總統，也使奧蒂嘉家族進一步鞏固了對這個國家的控制權。 "
"2","根據已經接近完成的計票顯示，奧蒂嘉和搭檔競選的穆利優囊括了72.5%的選票。在其它5組不具知名度的候選人中，最接近奧蒂嘉得票率的，也只獲得15%的選民支持。另外，奧蒂嘉領導的執政黨桑定民族解放陣線(FSLN)，也維持在國會的主控地位。 "
"3","不過，奧蒂嘉接下來的5年總統任期將面臨嚴格的挑戰。反對派指控奧蒂嘉政府操弄選舉，並呼籲抵制，這使得官方公布的投票率遭到質疑，也將削弱奧蒂嘉的正當性。儘管官方宣稱380萬合格選民的投票率為66%，但反對派認為，真正的投票率可能連30%都不到。 "
"4","另外，尼加拉瓜這個西半球第二貧窮的國家也面臨未來的經濟不確定性，因為它的主要援助國委內瑞拉也陷入嚴重的經濟危機；同時，在此區域擁有相同意識型態的左派盟友則相繼喪失執政權。 "
"5","如果今年已70歲的奧蒂嘉完成未來的5年任期，他統治尼加拉瓜的時間將長達24年。這將是奧蒂嘉第四個總統任期，也是連續第三個總統任期，他自2007年起已擔任兩任總統。在此之前，他曾在1985年至1990年間領導尼加拉瓜。 "
"6","對於尼加拉瓜這次大選，美國國務院發表聲明嚴重關切此次總統和國會選舉的瑕疵，並排除了這是一次自由、公平選舉的可能性。"
"7","絕食抗議砍7天假 勞團與警爆衝突"
"8","再遭黨產會凍產 蔡正元批:太監級錦衣衛"
"9","【沃草烏龍球】林德福：扁說拍他的人是深藍的，難道不涉嫌公然侮辱？"
"10","蔡英文總統 新政權起步"
"11","Sponsored"
"12","飯店最髒的地方曝光…太驚人"
"13","第1次進他房間 背著媽媽做…"
"14","童話世界成真～房子好像彩色積木"
"15","昆汀塔倫提諾再拍兩部就退休！"
