"","x"
"1",""
"2","美國總統大選即將在8日登場，由於民主黨總統候選人希拉蕊．柯林頓（Hillary Clinton）的選情受到聯邦調查局（FBI）重啟「電郵門」風暴的震撼彈重創，共和黨總統候選人川普（Donald Trump）的民調急起直追，入主白宮的機會大增，恐怖大師史蒂芬．金（Stephen King）在內的多位「反川普」名人紛紛揚言，如果川普當選的話，他們將搬到風景優美、自由派總理杜魯道（Justin Trudeau）治理的鄰國加拿大。史蒂芬．金更直說，如果川普當總統，真的是「嚇死人了」。"
"3","【延伸閱讀：川普總統好？》八成加拿大人不支持川普 「何不蓋牆擋那些想逃離川普的美國難民？」】"
"4","「2016美國總統大選 風傳媒特別報導專頁」"
"5","這位恐怖小說大師9月接受《華盛頓郵報》訪問時，坦言川普當選總統是最讓他害怕的事：「我嚇死了，我真的想過到時要搬去加拿大，加拿大離（我住的）緬因州很近。」"
"6","My newest horror story: Once upon a time there was a man named Donald Trump, and he ran for president. Some people wanted him to win."
"7","他10月在推特諷刺地寫道：「我最新的恐怖故事：從前有個人叫川普，他出來競選總統，而且有些人希望他當選。」"
"8","這位美國一代歌姬8月接受澳洲新聞主持人亞瑟（Michael Usher）訪問時，提到如果川普當選的話，「我就要搬去你的國家（澳洲）或是加拿大。川普都空口說白話，我不知道，我無法相信。」"
"9","憑著電影《男孩別哭》（Boys Don't Cry）獲奧斯卡獎提名、參演《美國恐怖故事》（American Horror Story）的美國才女演員塞凡妮表示，如果川普當選總統的話，她要搬去加拿大東南部美麗的新斯科細亞省（Nova Scotia）。"
"10","dir=""ltr"" lang=""en"">@OfficialChloeS, first-time director and life-long cat person: https://t.co/GdZMhs2GG6 pic.twitter.com/lmuVZlgiRO— i-D (@i_D) 2016年9月30日"
"11","塞凡妮（右）"
"12","美劇《絕命毒師》男主角克萊斯頓說，如果川普成為美國總統，他就放棄美國籍，永遠定居加拿大，「我一定會搬離美國，如果那真的發生了，我覺得那不會真的發生，我真的希望那不會發生。」"
"13","美國知名脫口秀主持人韓德勒說，如果川普當選，她必然會搬去加拿大，「我不了解移民加拿大的法規，但很多人都這麼想，（如果川普當選）很多人都想離開美國。」"
"14","曾在白宮記者協會晚宴扮演「憤怒翻譯員」的喜劇演員基根－麥可．奇說，如果川普當總統，他就會從故鄉密西根搬到加拿大，「那很簡單，從我的老家底特律（密西根第一大城）去加拿大只要10分鐘。」"
"15",""
"16","基根－麥可．奇曾在白宮記者協會晚宴上飾演「憤怒翻譯員」"
"17","主演美國知名影集《女孩我最大》（Girls）的莉娜丹恩是希拉蕊的支持者，她說如果川普入主白宮，她就會迅速搬去加拿大卑詩省（British Columbia）的溫哥華（Vancouver）。"
"18","莉娜丹恩說：「我知道很多人揚言要搬去加拿大，但我不是說說而已，我真的會搬去那裡。我知道溫哥華的某個漂亮地方，我住在那裡一樣可以完成工作。」"
"19","參演知名美劇《紙牌屋》（House of Cards）的知名女星坎貝爾是加拿大人，目前長居美國。她說如果川普當選，她會搬回加拿大，「那真的太恐怖了，我最恐懼的事就是川普勝選。」"
"20","<U+00A0>"
"21","相關報導 ● 2016美國總統大選》投票日倒數 NBA小皇帝詹姆斯為希拉蕊催票 ● 2016美國總統大選》既然說服不了 不如號召大家投票去"
"22","<U+00A0>"
"23","NBA 精采直擊"
"24","影劇娛樂集錦"
"25","不滿查稅！　拍扁麵包師往陳菊官邸抗議"
"26","16首世大運主題曲角逐 奪冠獎金30萬"
"27","Sponsored"
"28","飯店最髒的地方曝光…太驚人"
"29","第1次進他房間 背著媽媽做…"
"30","童話世界成真～房子好像彩色積木"
"31","昆汀塔倫提諾再拍兩部就退休！"
