"","x"
"1","美國民主擁有240年的悠久經驗，但和台灣全民直選總統的方式不同，美國在漫長的民主實踐中，發展出獨一無二的間接選舉制度：選舉人團。不過這個制度也常常令人暈頭轉向、搞不懂美國總統到底是怎麼選出來的。風傳媒國際中心整理出關於選舉人票制度的常見問題，一次報你知！"
"2","「2016美國總統大選風傳媒特別報導專頁」"
"3","選舉人票是專門為選出總統而定的制度。各政黨依據各州自訂方式，先選出多位「選舉人」（Elector）所組成的「選舉人團」（Electoral College），選舉人團再依照全民普選結果選出總統。"
"4","所以美國大選當天，我們會看到美國人民興匆匆投票「選總統」。當然他們是在選總統沒錯，但實際上他們選出的應是「選舉人團」。"
"5","美國各州加上首都華盛頓特區（Washington D.C.），選舉人票共有538張。"
"6","而各州實際擁有幾張選舉人票，是由該州在參眾兩院的代表人數決定，會對應到各州國會選區，若選區有所增減也會增減相對應的選舉人票。以紐約州為例，該州有27位眾議員和2名參議員，因此共有29張選舉人票。所以538張選舉人票，等同國會100位參議員加上435位眾議員，還有首都華盛頓特區特有的3張選舉人票。"
"7","Here's what the Electoral College map would look like if only people w/ EBT cards voted. pic.twitter.com/RyfMiJq5AC"
"8","美國憲法規定，各州的眾議員名額是根據每10年一次（上一次是2010年）的人口普查數字決定，依比例得到相對應的選舉人票。但憲法也規定，各州在參議院固定擁有2位席次，眾議院則至少有1位席次，因此各州擁有的最低選舉人票就是3張。"
"9","全美選舉人票最多的州是加州，共有55張，算是美國總統大選的最大票倉。不過也有8個州只有3張選舉人票，例如地廣人稀的阿拉斯加州。"
"10","一般來說，總統候選人若在一州獲得最高票數，就能拿到該州全部「選舉人票數」，被稱為「勝者全拿」（the winner-take-all）。候選人在全國只要獲得270張選舉人票（538張的一半）就算當選。"
"11","不過在美國50州之中，緬因（4票）與內布拉斯加（5票）採「選區計票制」（District system）。在這兩州「聯邦眾議員選區」得票數最多的總統候選人，可以贏得該選區的選舉人票；緬因有2個選區，內布拉斯加有3個。在全州獲得多數選票者，可以再拿下2張參議員選舉人票。"
"12","各州推選選舉人的過程都不同，一般是由各政黨提名選舉人，或是直接由各黨委員會投票選出。為了避免「跑票」，通常會選對政黨有優良貢獻的老黨員或資深幹部。"
"13","不過美國憲法也規定，聯邦參議員、聯邦眾議員、聯邦或州政府官員，以及曾有過叛亂或其它犯罪的人都不能擔任選舉人。"
"14","雖然選舉人團是一種「間接選舉制度」（民眾投票選出選舉人，再由選舉人投票選出總統），但根據經驗，絕大多數選舉人都會根據普選結果，把票投給多數人支持的候選人。美國憲法或聯邦法律沒有規定一定要如此，但部分州有立法規定，各政黨通常也會要求選舉人必須遵守。"
"15","如果選舉人不遵守該州普選結果，就會成為「失信選舉人」（faithless elector），如果跑票程度嚴重到改變選舉結果，國會可能會介入。但美國歷史上共出現100多位失信選舉人，所佔比例極小，也從來沒有影響到選舉結果。"
"16","11月8日全民投票之後，各州選舉人要在12月「第二個星期三之後的第一個星期一」（今年是12月19日）集會，依各州普選結果，投票給某一組總統副總統候選人；因此也有人說，這一天才是真的「美國總統選舉日」。國會參眾兩院將匯集各州選舉人票，在翌年1月6日進行早已知道結果的「計票」。新總統或連任成功總統將在1月20日中午上任。"
"17","這是一個相當複雜的問題，牽涉到美國200多年來的政治理念與選舉歷史。但一般認為，選舉人制度結合了聯邦制、分權制衡和菁英式民主等概念，首先，全國統一的普選並不符合聯邦制度。再者，早期制憲者也曾考慮類似內閣制、讓國會代議士選出總統的方法，但又擔心不符合分權原則而作罷。"
"18","Confused by the American electoral college? You're not the only one. Here's how it works: https://t.co/vCcbz4GIpS pic.twitter.com/g3JL9Kictt"
"19","於是最後決定，先由各州選出德行與智識都良好的選舉人，再由選舉人團間接選舉。美國律師作家羅斯（Tara Ross）曾在著作《闡述民主：選舉人制度》（ Enlightened Democracy: The Case for the Electoral College）中分析，美國開國元勳認為，直接選舉讓多數人完全凌駕於少數，即使差距很小或是選出的對象很荒謬也一樣，選舉人制度最初就是想保障正副總統人選不會流於民粹。"
"20","選舉人票制度最為人詬病的壞處，就是可能產生「贏得較多人民普選票的候選人卻輸掉大選」的結果。"
"21","先前提到，候選人只要在一州之中獲得最高票數，該州選舉人票就能「勝者全拿」，即使只有0.1%的差距也是如此。所以若遇上支持率頗高的小黨參選等情形，候選人就很有可能憑著沒有過半的普選票，拿到較多的選舉人票。"
"22","JUST IN: CNN's latest Electoral College map shows gains for Donald Trump https://t.co/WHGqE23jVk pic.twitter.com/D8yUsgYkaY"
"23","這種情形在歷史上一共出現過4次，最近一次就是2000年大選，當時「綠黨」、「改革黨」等小黨參與，小布希（George W. Bush）在很多州得票均未過半，但靠著「勝者全拿」原則，還是以271張選舉人票打敗民主黨候選人高爾（Al Gore）。高爾當年在全國比小布希多拿下50萬票。"
"24","此外，選舉人團必須服從政黨和普選結果，因此整個也流於形式，無法發揮最初設計的原意。"
"25","有的喔。"
"26","選舉人票是美國憲法原始設計之一，必須通過修憲才能改變，200多年來至少有700多個相關的修憲提案，比任何其他議題都多。多數的民意調查都顯示，大部分民眾都支持廢除或改變此制度。不過可惜的是，這700多個修憲提案均未獲得國會通過。"
"27","選舉人票制度難以撼動有幾個原因，第一，選舉人票制度保障了小州的權重比例，概念源自聯邦制，透過平衡大小州的權力，才讓聯邦政府維持統一和穩定。因此兩黨候選人對關鍵的小州都不敢怠慢。歷來當選的「少數票總統」也離不開小州的支持。"
"28","What part does the #electoralcollege play in the US #PresidentialElection? #demystified #politics https://t.co/MteB12Srgx pic.twitter.com/7pmzIAcmCT"
"29","再者，美國修憲需要獲得國會兩院2/3人數或2/3各州州議會同意，大州在眾議院中較占優勢，小州在參議院中較占優勢，若得不到小州支持，修憲案也不可能過關，但選舉人團制度又對小州較為有利，自然不容易過關。"
"30","當然，也有人提出，或可修改選舉人票的分配公式，讓其與實際人口數更接近。另一種較為可行的方法是修改掉「勝者全拿」制度，但此舉又可能撼動美國長久以來的兩黨制，因為人民在選舉人票制度下，傾向投給較有可能獲勝的候選人而非小黨候選人。"
"31","雖然選舉人票制度只考量人口數和基本席位，但許多州的居民政黨傾向明顯，幾乎從未改變；例如加州是民主黨鐵票區，德州是共和黨基本盤。以2016年的總統大選而言，如無意外，希拉蕊已確定能得到222張選舉人票，川普則是163張。"
"32","Quinnipiac University #SwingState Polls in #VA #CO #PA #NC #FL #IA #GA #OH #Election2016 pic.twitter.com/wraKRFO4o7"
"33","相反的，那些沒有任何單一候選人和政黨擁有壓倒性支持率的州，就被稱為「搖擺州」（Swing State）。今年美國大概有12個搖擺州，搖擺州也是選戰中競爭最激烈的地方。"
"34","NBA 精采直擊"
"35","影劇娛樂集錦"
"36","不滿查稅！　拍扁麵包師往陳菊官邸抗議"
"37","16首世大運主題曲角逐 奪冠獎金30萬"
"38","Sponsored"
"39","飯店最髒的地方曝光…太驚人"
"40","第1次進他房間 背著媽媽做…"
"41","童話世界成真～房子好像彩色積木"
"42","昆汀塔倫提諾再拍兩部就退休！"
