"","x"
"1","（中央社紐約7日綜合外電報導）1名女子今天在美國紐約地下鐵車站內把人推落月台，受害女子當場被進站列車輾斃。由於事發前有人目擊凶嫌與被害女子爭吵，警方還在調查兩人是否認識。"
"2","    路透社與紐約「每日新聞」（Daily News）報導，警方根據目擊證詞表示，今天下午1時左右（台北時間8日凌晨2時），兩名女子在時報廣場（Times Square）地鐵站月台交談或爭吵了一番，接著凶嫌就把46歲的被害人推落南向月台，導致她當場慘死。"
"3","    目擊者立即告知月台上的員警，員警數分鐘內即逮捕凶嫌。"
"4","    調查人員正在調閱監視錄影帶並詢問目擊者釐清犯案動機。警方表示，還不清楚凶嫌是否認識被害人。1051108"
"5","路上逗狗說這句 下一秒汪星人劫車啦"
"6","純屬搞笑？穿鱷魚裝潛水真相是..."
"7","野外大白鯊出沒 下一秒驚悚片上演"
"8","不是在演電影！車開過頭倒掛空中"
"9","Sponsored"
"10","29歲無業男遊樂場拐童 坦承犯案收押"
"11","黃世銘洩密案 馬英九下午被告身分出庭"
"12","重建60年 麻豆代天府盛大舉辦慶典"
"13","台南遊樂場傳拐童案！ 女童險遭怪男擄走"
"14","Sponsored"
"15","飯店最髒的地方曝光…太驚人"
"16","第1次進他房間 背著媽媽做…"
"17","童話世界成真～房子好像彩色積木"
"18","昆汀塔倫提諾再拍兩部就退休！"
