"","x"
"1","在國際太空站上的美國太空人「金波羅」已經投下了他選總統的一票。"
"2","「金波羅」是目前在太空站上的唯一美國公民。美國太空總署說，前幾天，「金波羅」完成了電子投票。"
"3","美國太空人戶籍多半設在「詹森太空中心」所在的德州。依據德州一九九七年的一項新法，太空人要是不在地球，也有權投票。"
"4","太空中心沒透露，「金波羅」把票投給了哪個候選人。"
"5","(圖片取自網路)"
"6","<U+00A0>"
"7","America decides - first votes cast"
"8","America decides - first votes cast"
"9","Philippines drugs crackdown strains packed jails"
"10","NYC shows off anti-vote fraud technology"
"11","Sponsored"
"12","遏止全球暖化 巴黎協定生效"
"13","全球野生動物 40年消失六成"
"14","朴槿惠閨密崔順實 干政遭拘押"
"15","民主運動領袖 翁山蘇姬"
"16","Sponsored"
"17","飯店最髒的地方曝光…太驚人"
"18","第1次進他房間 背著媽媽做…"
"19","童話世界成真～房子好像彩色積木"
"20","昆汀塔倫提諾再拍兩部就退休！"
