"","x"
"1","中國時報【施施╱綜合報導】"
"2","我國在中美洲友邦尼加拉瓜6日舉行總統及國會大選。現任總統奧蒂嘉雖然「內舉不避親」，選擇第一夫人穆利優擔任副手，其得票率仍大幅領先，篤定第4度當選總統。反對黨則批評，本次大選根本是場「鬧劇」，奧蒂嘉企圖建立家族獨裁政權。但其統治下尼國經濟穩定成長，廣獲選民擁戴。"
"3","<U+00A0>"
"4","經濟穩定 得票率達72％"
"5","尼國選務委員會表示，奧蒂嘉得票率為72％，其主要對手、中間偏右的「憲政自由黨」（PLC）候選人羅德里格斯以14.2％得票率位居第2，另有4名候選人。本屆合格選民共380萬人，投票率為65％，除總統外，選民還須選出92名下屆國會議員。"
"6","現年70歲的奧蒂嘉投完票後表示，「這是一場尼國人民追求和平、安定的選舉」，夫人穆利優也稱本屆大選「堪為典範」，他們將於明年1月就職。奧蒂嘉由於推動社福計畫，受到尼國超過1/3的貧窮百姓擁戴。此外他還鼓勵私有企業發展，讓尼國經濟在過去5年內平均每年穩定成長5％，因此支持度居高不下。"
"7","第一夫人 將成為副總統"
"8","現年65歲的第一夫人穆利優原已擔任政府首席發言人。由於總統鮮少公開發言，穆利優幾乎每天穿著鮮豔的華服、戴著誇張的首飾出現在電視上。許多人認為，過去10年來，穆利優不僅曝光度遠高於丈夫，她所掌握的實質權力也可能超越總統。穆利優成為副總統後，奧蒂嘉一旦過世，就可能名正言順的繼任總統。"
"9","面對大選結果，尼國反對黨BFD領袖葛蘭內拉表示拒絕承認，並稱這是場「鬧劇」。她認為，本次大選真正的投票率其實「不到30％」，因此不具備法律效力，也展現出「高程度的人民反叛意願」。許多批評者認為，奧蒂嘉不斷排除異己，將政權獨攬在第一家庭手中，甚至修法取消總統任期限制，彷彿回到30多年前的獨裁統治時代。"
"10","大選結果 反對黨拒承認"
"11","曾任游擊隊員的奧蒂嘉於1979年帶領左派「桑定國家解放陣線」，推翻在位長達43年的蘇慕薩家族獨裁政權，接著在1984年當選總統，1990年他爭取連任失敗下台，2006年再度贏得大選，回歸權力核心。"
"12","《網友觀點》Yahoo奇摩新聞歡迎您投稿！對於這個社會大小事有話想說？歡迎各界好手來發聲！用文字表達你的觀點。投稿去----> http://goo.gl/iRPx1B"
"13","★更多相關新聞"
"14","尼加拉瓜正副總統 奧蒂嘉夫婦包辦羅賽芙大勢已去？特梅爾執政受阻？巴西政局仍充滿變數陳水扁獻金案持續延燒 薩爾瓦多第2位前總統被捕"
"15","相關新聞影音"
"16",""
"17","<U+00A0>"
"18","America decides - first votes cast"
"19","America decides - first votes cast"
"20","Philippines drugs crackdown strains packed jails"
"21","NYC shows off anti-vote fraud technology"
"22","Sponsored"
"23","遏止全球暖化 巴黎協定生效"
"24","全球野生動物 40年消失六成"
"25","朴槿惠閨密崔順實 干政遭拘押"
"26","民主運動領袖 翁山蘇姬"
"27","Sponsored"
"28","飯店最髒的地方曝光…太驚人"
"29","第1次進他房間 背著媽媽做…"
"30","童話世界成真～房子好像彩色積木"
"31","昆汀塔倫提諾再拍兩部就退休！"
