"","x"
"1","（中央社北卡羅來納州羅里7日綜合外電報導）長達511個日子的選激烈戰就要邁入尾聲，美國共和黨總統候選人川普看起來，似乎還沒有準備好面對全美走透透的巡迴秀即將結束的事實。"
"2","    川普（Donald Trump）拖著必然極端疲憊的身軀，兩天內如同跳格子般到十幾個城市催票，而今天卻特別沉醉於北卡州羅里支持群眾的瘋狂吹捧。"
"3","    他用力甩頭，神情激動地大喊：「只剩1天，你相信嗎？最後1天了！」。現場5000多群眾高呼「川普、川普、川普」的聲浪也越來越高昂。"
"4","    他說：「我們將贏得偉大的北卡羅來納州，更要把白宮奪回來。」"
"5","    這場幾乎是美國史上最瘋狂的選舉進入尾聲之際，川普跑遍傳統戰場州與多個民主黨票倉，嘶聲力竭地懇求選民，選一個政治圈外人，絕對要比體制內看好的希拉蕊更好。"
"6","    他說：「失敗的政治體制除了貧窮，什麼都沒給我們，除了問題，什麼都沒給我們，除了失敗，也什麼都沒給我們。」 「他們憑著讓美國變窮，來讓自己致富。」（譯者：中央社許湘欣）1051108"
"7","America decides - first votes cast"
"8","America decides - first votes cast"
"9","Philippines drugs crackdown strains packed jails"
"10","NYC shows off anti-vote fraud technology"
"11","Sponsored"
"12","遏止全球暖化 巴黎協定生效"
"13","全球野生動物 40年消失六成"
"14","朴槿惠閨密崔順實 干政遭拘押"
"15","民主運動領袖 翁山蘇姬"
"16","Sponsored"
"17","飯店最髒的地方曝光…太驚人"
"18","第1次進他房間 背著媽媽做…"
"19","童話世界成真～房子好像彩色積木"
"20","昆汀塔倫提諾再拍兩部就退休！"
