"","x"
"1","（中央社華盛頓7日綜合外電報導）美國總統大選在拉美裔選民踴躍帶動下，至少4320萬人已提前投票，23州和哥倫比亞特區通報破紀錄數字。這對民主黨候選人希拉蕊．柯林頓來說，可能是好消息。"
"2","    美聯社預估，提前投票數可能突破5000萬，料占總投票數近40%。這次選戰激烈，投票率料攀升。2012年總統大選提前投票數達4600萬，占總投票數35%。"
"3","    最新數據顯示，北卡羅來納州提前投票的非裔選民減少，自2008年和2012年歐巴馬競選總統時的歷史水準下滑。然而，親民主黨的拉美裔提前投票人口增加，有望在佛羅里達州幫希拉蕊．柯林頓進補。"
"4","    內華達州和科羅拉多州的拉美裔投票率也攀升，接近或高於民主黨2012年勝選時水準。共和黨候選人川普則可能在俄亥俄州和愛阿華州領先，但這還不夠，倘若拉丁裔在其他決戰州讓希拉蕊．柯林頓出線。"
"5","    ●超級決戰州：佛州和北卡"
"6","    川普競選團隊坦承，沒拿下佛州和北卡就不可能贏。"
"7","    佛州提前投票來到破紀錄的640萬張，占預期選票的3/4以上，民主黨以39.9%對38.5%領先。歐巴馬兩次競選，佛州都險勝。而在北卡，預期選票有2/3以上已投出，民主黨以42%對32%領先。"
"8","    共和黨資料公司Optimus共同創辦人川特（ScottTranter）表示，結果可能要看無黨派和分裂投票選民動向。"
"9","    ●希拉蕊．柯林頓看俏選區"
"10","    內華達州，超過3/4的可能選民已經提前投票。民主黨以42%對36%領先。而在科羅拉多州，超過7成選票都已投出，兩黨都在35%左右，不分上下。2012年的這個時候，共和黨領先。"
"11","    希拉蕊．柯林頓似乎也保住歐巴馬過去拿下，但現在遭川普鎖定的州。"
"12","    維吉尼亞州在北部親民主黨各郡高投票率帶動下，提前投票超過2012年的水準。維州未提供各黨分析數據。"
"13","    威斯康辛州提前投票率也超過2012年水準，很多是來自密爾瓦基（Milwaukee）和丹尼（Dane）等民主黨掌控的郡。"
"14","    ●川普看似領先選區"
"15","    川普在俄亥俄州和愛阿華州似握有微幅領先。"
"16","    愛阿華提前選票中，民主黨以42%對35%領先，差距比2012年還小。共和黨水平與2012年相符，但民主黨比當年低。歐巴馬當年以5個百分點差距拿下愛州。"
"17","    俄亥俄州未提供各黨分析數據。但民主黨分析公司Catalist選民模型顯示，非裔投票率仍低於2012年水準。非裔占約9%的選票分額，低於2012年的12%。白人選票比例攀升。"
"18","    ●拉美裔對民主黨的加持"
"19","    拉美裔投票人口攀升，可能讓民主黨在兩個親共和黨的州受惠。"
"20","    亞利桑那州，超過2/3的預期選票已投入票倉，共和黨以40%對34%領先，但差距比2012年小，當時共和黨領先約10個百分點。"
"21","    德州前15大郡目前至少450萬人提前投票。德州未提供黨派分析數據，但根據Catalist選民模型，拉美裔選民大幅攀升。（譯者：中央社劉淑琴）1051108"
"22","絕食抗議砍7天假 勞團與警爆衝突"
"23","再遭黨產會凍產 蔡正元批:太監級錦衣衛"
"24","【沃草烏龍球】林德福：扁說拍他的人是深藍的，難道不涉嫌公然侮辱？"
"25","蔡英文總統 新政權起步"
"26","Sponsored"
"27","飯店最髒的地方曝光…太驚人"
"28","第1次進他房間 背著媽媽做…"
"29","童話世界成真～房子好像彩色積木"
"30","昆汀塔倫提諾再拍兩部就退休！"
