"","x"
"1","工商時報【台北訊】"
"2","為因應美國升息所帶來投資契機，由日盛期貨與全球衍生性商品交易服務龍頭芝商所集團（CME Group）攜手合作，將於11月10日在台北晶華飯店舉辦「超長10年期美國國債法人說明會」，特別邀請CME顧問馬偉宜擔任講師，解說新商品－超長10年期美國國債（Ultra 10- Year U.S. Treasury Note Futures）優勢，並延伸到交割流程、基差交易策略，及實務操作等三大主軸。"
"3","日盛期貨表示，2015年12月聯準會（Fed）啟動升息循環以來，第二次升息時間點一直為市場所矚目的焦點，屆時勢必影響全球金融市場佈局，也將同步牽動美國國債殖利率走勢，增加全球債市波動。"
"4","馬偉宜不僅擁有工程、法律及MBA等豐富學歷及特許金融分析師（CFA）等多張專業證照，也曾擔任CME Group銀行客戶與銷售執行總監，近年致力於歐洲、美國、中國、韓國、台灣及馬來西亞等地銀行與證券公司培訓服務，透過其專業及經驗分享超長10年期美國國債特色、操作策略與建議。"
"5","即日起開放電話預約（活動名額有限，額滿為止），當日出席的貴賓還可享有精美贈品，報名電話：（02）2504-2088分機822，日盛期貨企劃部洪小姐。"
"6","絕食抗議砍7天假 勞團與警爆衝突"
"7","防美大選衝擊　國安基金5千億待命　"
"8","低溫宅配車廂溫度達35度 食安疑慮！"
"9","抗議刪7天假 勞團立院前絕食逾70小時"
"10","Sponsored"
"11","飯店最髒的地方曝光…太驚人"
"12","第1次進他房間 背著媽媽做…"
"13","童話世界成真～房子好像彩色積木"
"14","昆汀塔倫提諾再拍兩部就退休！"
