"","x"
"1","美國展開小行星撞地球因應演習"
"2","據俄羅斯衛星新聞網報導，美國政府最近展開了因應小行星撞擊地球的相關演習。"
"3",""
"4","　　報導說，這次演習是在美國國家航太總署（NASA）與美國聯邦緊急事務管理署(FEMA)共同倡導下進行的。這次演習模擬的情況是，2020年9月一顆直徑在100公尺到250公尺的小行星將撞擊地球，並造成了一系列災害。"
"5",""
"6","	演習期間，NASA分析了緊急情況下各單位展開聯合行動的準備情況，對防止慌亂與保護民眾免受災難後果的行動進行了演練。"
"7","　　"
"8","	根據美國航太總署的數據顯示，目前在近地軌道之上存在至少1萬顆小行星，它們都有可能發生軌道偏離而撞向地球，並對地球造成災難性毀滅。"
"9",""
"10","	美國航太總署科學研究小組負責人托馬斯表示，小行星撞擊地球並不是一個假設的情況，而是一個時間的問題，地球必須做好因應準備。"
"11",""
"12","(圖片來源  YOUTUBE)"
"13","絕食抗議砍7天假 勞團與警爆衝突"
"14","再遭黨產會凍產 蔡正元批:太監級錦衣衛"
"15","【沃草烏龍球】林德福：扁說拍他的人是深藍的，難道不涉嫌公然侮辱？"
"16","蔡英文總統 新政權起步"
"17","Sponsored"
"18","飯店最髒的地方曝光…太驚人"
"19","第1次進他房間 背著媽媽做…"
"20","童話世界成真～房子好像彩色積木"
"21","昆汀塔倫提諾再拍兩部就退休！"
