"","x"
"1",""
"2","印度北方邦性侵事件時有所聞，加害人竟會在施暴時拍攝影片，以此威脅受害人，以防她們報案。更誇張的是，有違法民眾竟將性侵影片轉賣不法商人，這些商人還會將影片包裝成A片販售，每片以20盧比到200盧比，約10元到100元新台幣賣出。在影片中可看到受害者大多是婦女和兒童，片中除了性虐、性侵外，甚至還有輪暴，令人髮指。影片售出，除了讓受害人間接受到二度傷害外，有當地媒體表示，許多男性在看過影片後，還會仿效影片行徑，形成嚴重社會問題。"
"3","根據英國《太陽報》報導，這些由加害者拍攝，流出的影片，名稱通常為「強暴影片」，收購性侵影片的商人將影片剪輯後再以A片形式賣給「熟客」及店家，有許多則是加害人將手機送修時被店家給偷載出來。這些影片也會透過社群軟體流傳。"
"4","在部分影片中可看到，被害人不只哭著求饒，並揚言自殺以求保全其貞潔，也有人苦求加害者停止拍攝影片，還有被威脅不准報警，否則對其身邊的親友不利。"
"5","有記者向當地警察求證此事，有警察表示不知道什麼是強姦影片，還有警察表示不確定影片是真是假，要看完影片後才能發表意見，若能提供影片證據，就會採取行動。"
"6","由警方的回答看出，當地政府對於女性的安全與尊嚴的忽視，也因此不難理解，光是去年，印度就發生34,000起性侵事件。據當地媒體報導，這些強姦影片會對男士產生不良的影響，有男人會在觀看完影片後，會對當地城鎮和村莊的女性重演影片中的行為，當地媒體呼籲政府須重視此問題的嚴重性，以改善該國惡名昭彰之性侵問題。（吳雯淇/綜合外電報導）"
"7","扁開罵已恢復健康？保外就醫再獲展延"
"8","「腰腿比」測肥胖  超過1.8得小心"
"9","落實醫療分級！  大醫院「部分負擔」漲價"
"10","【健康賺得到】糖尿病"
"11","Sponsored"
"12","飯店最髒的地方曝光…太驚人"
"13","第1次進他房間 背著媽媽做…"
"14","童話世界成真～房子好像彩色積木"
"15","昆汀塔倫提諾再拍兩部就退休！"
