"","x"
"1","（中央社記者廖漢原華盛頓7日專電）美國華盛頓郵報在選前最後一日預測，民主黨總統候選人希拉蕊．柯林頓已穩獲275張、過半的選舉人票，共和黨的川普即使拿下所有未決票，都已無緣勝選。"
"2","美選進入尾聲，計算選舉人票數是媒體與民調機構選前最後任務。華郵（Washington Post）評估，希拉蕊．柯林頓（Hillary Clinton）已穩獲過半270張當選的275張選舉人票，川普（Donald Trump）已無過半機會。"
"3","華郵認為，希拉蕊鐵定拿下威斯康辛與密西根兩州的10與16張選舉人票，賓夕法尼亞州的20張已是囊中之物，科羅拉多與內華達州的9與6張選舉人票也將流向民主黨。"
"4","川普可獲得俄亥俄州的18張，愛阿華州的6張與喬治亞州的16張選舉人票，但失去搖擺州賓州的20張與維吉尼亞州的13張，讓入主白宮的機會幾近全無。"
"5","這樣的預測讓希拉蕊．柯林頓的選舉人票數過半，即使剩下民調呈現拉鋸的佛羅里達州的29張，北卡羅來納州的15張與新罕布什爾州的4張都歸入共和黨，川普也不可能當選。"
"6","美媒幾乎一面倒的預測希拉蕊．柯林頓的當選機會遠高於川普，不過「黑天鵝」仍在，發生在英國脫歐公投預測失準的結果，仍有可能在美國發生。"
"7","綜合各家民調的RealClearPolitics網站認為，仍有14州的171張選舉人票未決，希拉蕊．柯林頓與川普到手的選舉人票數各為203與164張。1051108"
"8","<U+00A0>"
"9","America decides - first votes cast"
"10","America decides - first votes cast"
"11","Philippines drugs crackdown strains packed jails"
"12","NYC shows off anti-vote fraud technology"
"13","Sponsored"
"14","遏止全球暖化 巴黎協定生效"
"15","全球野生動物 40年消失六成"
"16","朴槿惠閨密崔順實 干政遭拘押"
"17","民主運動領袖 翁山蘇姬"
"18","Sponsored"
"19","飯店最髒的地方曝光…太驚人"
"20","第1次進他房間 背著媽媽做…"
"21","童話世界成真～房子好像彩色積木"
"22","昆汀塔倫提諾再拍兩部就退休！"
