"","x"
"1","工商時報【程鏡明】"
"2","為提供亞太區建築五金產業更為便捷的本地化服務，UL在台灣成立門鎖五金測試實驗室於日前正式開幕。此一先進的安全技術與服務實驗室，能針對門鎖、窗戶及建築五金配件最關鍵的機械性能、安防、生命安全等各層面，提供北美UL╱ULC以及美國建築五金製造商協會（BHMA）標準的測試與認證服務，協助台灣及亞太地區的其他廠商更便捷、快速取得具國際公信力的第三方認證。"
"3","如今，業者透過UL陸續在美國、英國、台灣等據點打造的門鎖五金測試設備所帶來的的優勢服務，將能快速打開美國、歐洲與亞洲的市場大門。"
"4","UL台灣總經理湯家德表示，UL選擇在台灣成立亞太區第一個門鎖五金測試實驗室，最大的原因之一就是UL台灣擁有最成熟、陣容最完整的門鎖與建築五金測試工程師團隊，透過此一實驗室，可以充分結合UL亞太區各分支機構的專業工程團隊，包括在大中華區的三座防火性能測試實驗室，讓客戶僅需經歷一次性產品提交流程，就可以進行機械性能、安防、生命安全等各層面標準的檢測。"
"5","UL建築暨生命安全科技部大中華區營運暨事業發展總監石海揚指出，UL在建築五金門鎖的檢測與認證經驗已逾百年歷史，所大量制定的美國國家建築材料標準，不僅廣泛用於市場，且大多數已為美國國家建築規範（IBC）所採納。而美國建築五金製造商協會（BHMA）的 ANSI╱BHMA A156.1到ANSI╱BHMA A156.39五金產品系列標準，則是被北美、中國大陸、台灣與東南亞新興市場公認為產品性能與商業性的檢驗標竿。由於這些標準廣受市場肯定，因此計畫在這些地區市場銷售家用與商用門五金的廠商，取得ANSI╱BHMA測試與認證，將是進入市場的條件之一。"
"6","絕食抗議砍7天假 勞團與警爆衝突"
"7","防美大選衝擊　國安基金5千億待命　"
"8","低溫宅配車廂溫度達35度 食安疑慮！"
"9","抗議刪7天假 勞團立院前絕食逾70小時"
"10","Sponsored"
"11","飯店最髒的地方曝光…太驚人"
"12","第1次進他房間 背著媽媽做…"
"13","童話世界成真～房子好像彩色積木"
"14","昆汀塔倫提諾再拍兩部就退休！"
