"","x"
"1","（中央社台北8日電）中國大陸「雙十一」購物節將屆，每年「雙十一」大量消費者集中購物，產生許多亂象與問題，大陸國家工商總局7日召集主要網購平台業者，召開「規範網絡集中促銷活動行政指導會」。"
"2","    央視報導，大陸國家工商總局這次召集的有京東商城、百度、亞馬遜中國、當當網、聚美優品、國美在線、1號店、攜程網、蘇寧易購、同程網、阿里巴巴、蘑菇街、貝貝網、騰訊、唯品會15家網路經營企業。"
"3","    大陸工商總局副局長甘霖表示，網路市場存在銷售假冒偽劣商品、平台准入管理不嚴、刷單炒信衝擊網絡市場信用體系、網路集中促銷活動不夠規範、虛假宣傳欺騙誤導消費者、設置不公平合約格式條款、侵犯消費者選擇權和知情權等突出問題，需要網路經營者予以正視，進一步規範網路市場秩序，優化網路消費環境。"
"4","    「雙十一」這類的集中促銷活動期間，銷售額往往爆發式成長，但產生價格欺詐、虛假宣傳、不正當競爭、銷售假冒偽劣商品、發貨遲緩、退換貨難等問題也會集中顯現。"
"5","    甘霖說，促銷活動組織者和經營者要按照「網絡商品和服務集中促銷活動管理暫行規定」等法律法規規章的要求，包括促銷訊息事先公示、遵守7日無理由退貨、 不得先漲價再打折或藉機以次充好、以假充真。1051108"
"6","絕食抗議砍7天假 勞團與警爆衝突"
"7","再遭黨產會凍產 蔡正元批:太監級錦衣衛"
"8","【沃草烏龍球】林德福：扁說拍他的人是深藍的，難道不涉嫌公然侮辱？"
"9","蔡英文總統 新政權起步"
"10","Sponsored"
"11","飯店最髒的地方曝光…太驚人"
"12","第1次進他房間 背著媽媽做…"
"13","童話世界成真～房子好像彩色積木"
"14","昆汀塔倫提諾再拍兩部就退休！"
