"","x"
"1","（中央社台北8日電）5000名披著雨衣，身著統一紅色運動衣的中國大媽們，昨天上午在湖北省武漢市黃陂區雲霧山下同時「起舞」，挑戰金氏世界紀錄。"
"2","    楚天都市報報導，這是中國大陸昨天舉行挑戰最大規模排舞（多場地）金氏世界紀錄武漢分會場，在武漢等14個城市的不同場地上，共計5萬名大媽在「西班牙鬥牛舞」等樂曲中同時起舞。"
"3","    報導指出，金氏世界紀錄總部認證官昨天在活動北京主會場，認證挑戰結果。據統計，在武漢、上海、大連、重慶、天津等大陸14個城市，共超過5萬人成功創造了新的最大規模排舞世界紀錄。"
"4","    報導引述活動發起方紅舞聯盟負責人表示，舉辦這項活動的目的就是普及健康生活理念和運動健身，培養科學、文明、健康的生活方式。1051108"
"5","America decides - first votes cast"
"6","America decides - first votes cast"
"7","Philippines drugs crackdown strains packed jails"
"8","NYC shows off anti-vote fraud technology"
"9","Sponsored"
"10","遏止全球暖化 巴黎協定生效"
"11","全球野生動物 40年消失六成"
"12","朴槿惠閨密崔順實 干政遭拘押"
"13","民主運動領袖 翁山蘇姬"
"14","Sponsored"
"15","飯店最髒的地方曝光…太驚人"
"16","第1次進他房間 背著媽媽做…"
"17","童話世界成真～房子好像彩色積木"
"18","昆汀塔倫提諾再拍兩部就退休！"
